date,callsource,nature,street
12/7/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,MERRICK DR
12/7/2023,SELF,TRAFFIC STOP,N US 59
12/7/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/7/2023,PHONE,911 HANG UP,S SH 6
12/7/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/7/2023,SELF,TRAFFIC STOP,S SH 6
12/7/2023,SELF,TRAFFIC STOP,DAIRY ASHFORD RD
12/7/2023,SELF,TRAFFIC STOP,N US 59
12/7/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/7/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,TRAILSIDE CT
12/7/2023,SELF,TRAFFIC STOP,GUENTHER ST
12/7/2023,SELF,TRAFFIC STOP,N SH 6
12/7/2023,PHONE,ASSIST CITIZEN,PEBBLEDOWNE CIR
12/7/2023,SELF,TRAFFIC STOP,S SH 6
12/7/2023,SELF,TRAFFIC STOP,E US 90A
12/7/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,LAKE POINTE PKWY
12/7/2023,SELF,TRAFFIC STOP,E US 90A
12/7/2023,SELF,TRAFFIC STOP,N SH 6
12/7/2023,SELF,TRAFFIC STOP,S SH 6
12/8/2023,PHONE,ASSIST CITIZEN,GREATWOOD PKWY/SANSBURY BLVD
12/8/2023,PHONE,ASSIST BY LAW,N SH 6
12/8/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/8/2023,SELF,TRAFFIC STOP,ELDRIDGE RD
12/8/2023,SELF,TRAFFIC STOP,DULLES AVE
12/8/2023,SELF,WELFARE CONCERN,S SOUTHWEST FWY
12/8/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/8/2023,SELF,TRAFFIC STOP,ELDRIDGE RD
12/8/2023,SELF,TRAFFIC STOP,S SH 6
12/8/2023,SELF,TRAFFIC STOP,NANTUCKET DR
12/8/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/8/2023,SELF,TRAFFIC STOP,N SH 6
12/8/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/8/2023,SELF,TRAFFIC STOP,S MAIN ST
12/8/2023,SELF,TRAFFIC STOP,W US 90A
12/8/2023,PHONE,FOLLOW UP,ELDRIDGE RD
12/8/2023,SELF,TRAFFIC STOP,W US 90A
12/8/2023,PHONE,WELFARE CONCERN,NEW TERRITORY BLVD
12/8/2023,PHONE,ALARM BURGLAR,N SH 6
12/8/2023,SELF,DISABLED VEHICLE,N SH 6
12/8/2023,SELF,VIOLATION CITY ORDINANCE,UNIVERSITY BLVD
12/8/2023,SELF,TRAFFIC STOP,NEW TERRITORY BLVD
12/8/2023,PHONE,BURGLARY,LEXINGTON BLVD
12/8/2023,SELF,TRAFFIC STOP,SWEETWATER BLVD
12/8/2023,PHONE,ALARM BURGLAR,HIDDEN CREST WAY
12/8/2023,PHONE,MINOR ACCIDENT,S SOUTHWEST FWY/DAIRY ASHFORD RD
12/8/2023,PHONE,TRAFFIC HAZ PROB DIRECT RELAT,S US 59
12/8/2023,W911,911 HANG UP,VISTA LAKE DR
12/8/2023,PHONE,ALARM BURGLAR,N SOUTHWEST FWY
12/8/2023,SELF,TRAFFIC STOP,S SH 6
12/8/2023,W911,MINOR ACCIDENT,DAIRY ASHFORD RD/S SOUTHWEST FWY
12/8/2023,SELF,TRAFFIC STOP,WILLIAMS TRACE BLVD
12/8/2023,PHONE,ALARM BURGLAR,CREEK BEND DR
12/8/2023,PHONE,ASSIST CITIZEN,ANCRUM HILL LN
12/8/2023,SELF,TRAFFIC STOP,WILLIAMS TRACE BLVD
12/8/2023,PHONE,PRISONER PROCESS,S SH 6
12/8/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/8/2023,PHONE,911 HANG UP,SAM HOUSTON DR
12/8/2023,PHONE,DEATH INVESTIGATION,ROLLING MILL DR
12/8/2023,PHONE,MINOR ACCIDENT,S SOUTHWEST FWY/SUGAR LAKES DR
12/8/2023,PHONE,ABANDONED VEHICLE,GREEN VALLEY DR
12/8/2023,PHONE,MINOR ACCIDENT,S SH 6/FIRST COLONY BLVD
12/8/2023,PHONE,ASSIST CITIZEN,BURMESE LN
12/8/2023,SELF,TRAFFIC STOP,SETTLERS WAY BLVD
12/8/2023,PHONE,FRAUD,BRAMBLEBURY DR
12/8/2023,PHONE,ASSIST BY LAW,TARA BLVD
12/8/2023,SELF,TRAFFIC STOP,E US 90A
12/8/2023,PHONE,ABANDONED VEHICLE,SILENT WILLOW LN
12/8/2023,PHONE,ALARM BURGLAR,E US 90A
12/8/2023,SELF,TRAFFIC STOP,WILLIAMS TRACE BLVD
12/8/2023,PHONE,ALARM BURGLAR,N SOUTHWEST FWY
12/8/2023,SELF,FOLLOW UP,KNOLL PARK DR
12/8/2023,PHONE,911 HANG UP,HEARTH HOLLOW LN
12/8/2023,PHONE,ALARM BURGLAR,E US 90A
12/8/2023,SELF,FOLLOW UP,CHERRYDOWN ST
12/8/2023,SELF,PARKING VIOLATION,N SH 6
12/8/2023,SELF,TRAFFIC STOP,S SH 6
12/8/2023,PHONE,MINOR ACCIDENT,S TOWN CENTER BLVD
12/8/2023,PHONE,RECKLESS DRIVER CONDUCT,S US 59
12/8/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,LEXINGTON BLVD
12/8/2023,PHONE,FRAUD,DAWN MIST CT
12/8/2023,PHONE,MINOR ACCIDENT,UNIVERSITY BLVD/N SOUTHWEST FWY
12/8/2023,SELF,FOLLOW UP,LEXINGTON BLVD
12/8/2023,W911,ASSIST CITIZEN,S SH 6
12/8/2023,PHONE,RECKLESS DRIVER CONDUCT,ELDRIDGE RD/W AIRPORT BLVD
12/8/2023,PHONE,ABANDONED VEHICLE,S SH 6
12/8/2023,PHONE,DEATH INVESTIGATION,SUGAR PARK LN
12/8/2023,PHONE,FOLLOW UP,S SH 6
12/8/2023,PHONE,WELFARE CONCERN,N GRAND PKWY
12/8/2023,SELF,PARKING VIOLATION,N SOUTHWEST FWY
12/8/2023,PHONE,MINOR ACCIDENT,UNIVERSITY BLVD
12/8/2023,PHONE,PROPERTY LOST RECOVERED,N SH 6/S SOUTHWEST FWY
12/8/2023,PHONE,ASSIST BY LAW,N SOUTHWEST FWY
12/8/2023,WALK,MINOR ACCIDENT,SUGAR CREEK BLVD
12/8/2023,PHONE,FRAUD,LAKE POINTE PKWY
12/8/2023,SELF,TRAFFIC STOP,ELDRIDGE RD
12/8/2023,W911,DISABLED VEHICLE,N US 59
12/8/2023,PHONE,MINOR ACCIDENT,S SOUTHWEST FWY
12/8/2023,SELF,TRAFFIC STOP,NEW TERRITORY BLVD
12/8/2023,PHONE,ABANDONED VEHICLE,IMPERIAL CANYON LN
12/8/2023,W911,911 HANG UP,N SOUTHWEST FWY
12/8/2023,W911,911 HANG UP,ELKINS RD
12/8/2023,SELF,TRAFFIC STOP,CHATHAM AVE/CULBERTSON PL
12/8/2023,PHONE,THEFT,TRENT ST
12/8/2023,PHONE,ABANDONED VEHICLE,BROKEN OAK LN
12/8/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,N SH 6
12/8/2023,PHONE,ACCIDENT MAJOR,S SOUTHWEST FWY/FIRST COLONY BLVD
12/8/2023,PHONE,ASSIST CITIZEN,WENTWORTH AVE/CHANEYBRIAR AVE
12/8/2023,PHONE,FRAUD,MT VERNON AVE
12/8/2023,SELF,TRAFFIC STOP,LAKEVIEW DR
12/8/2023,SELF,TRAFFIC STOP,W US 90A
12/8/2023,PHONE,ACCIDENT MAJOR,N US 59
12/8/2023,SELF,FOLLOW UP,WALLBERRY WAY
12/8/2023,PHONE,THREAT TERRORISTIC,W AIRPORT BLVD/ELDRIDGE RD
12/8/2023,PHONE,LPR/PLATESCAN ALERT,LEXINGTON BLVD/LONG REACH DR
12/8/2023,PHONE,DISABLED VEHICLE,S US 59
12/8/2023,PHONE,LOST MISSING RECOVERED ABDUCTD,FELICIA DR
12/8/2023,PHONE,DEATH INVESTIGATION,SUMMER TRAIL DR
12/8/2023,SELF,TRAFFIC STOP,S US 59 OFF RAMP
12/8/2023,PHONE,MENTAL HEALTH CONCERN,LAKESIDE BLVD
12/8/2023,PHONE,911 HANG UP,W BELLFORT AVE
12/8/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/8/2023,PHONE,PROPERTY LOST RECOVERED,CHEVY CHASE CIR/SUGAR CREEK BLVD
12/8/2023,PHONE,ALARM BURGLAR,ST PETERS WALK
12/8/2023,SELF,TRAFFIC STOP,N SH 6
12/8/2023,SELF,FOLLOW UP,
12/8/2023,PHONE,DISABLED VEHICLE,N US 59
12/8/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/8/2023,PHONE,ALARM BURGLAR,OLD OYSTER TR
12/8/2023,PHONE,DISABLED VEHICLE,S US 59
12/8/2023,SELF,TRAFFIC STOP,NEW TERRITORY BLVD/HEATHERTON WAY
12/8/2023,PHONE,MINOR ACCIDENT,N SOUTHWEST FWY/E US 90A
12/8/2023,PHONE,ASSIST BY LAW,N SH 6/DULLES AVE
12/8/2023,PHONE,TRAFFIC HAZ PROB DIRECT RELAT,LOMBARDY DR
12/8/2023,PHONE,PROPERTY LOST RECOVERED,S SOUTHWEST FWY
12/8/2023,PHONE,DISABLED VEHICLE,N SOUTHWEST FWY
12/8/2023,PHONE,PARKING VIOLATION,ASHFORD MEADOWS DR
12/8/2023,SELF,TRAFFIC STOP,NEW TERRITORY BLVD/HEATHERTON WAY
12/8/2023,SELF,TRAFFIC STOP,S SH 6 FRONTAGE RD
12/8/2023,SELF,TRAFFIC STOP,INDUSTRIAL BLVD
12/8/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/8/2023,SELF,TRAFFIC STOP,W US 90A
12/8/2023,PHONE,MINOR ACCIDENT,UNIVERSITY BLVD/ELKINS RD
12/8/2023,PHONE,MENTAL HEALTH CONCERN,CHERRYDOWN ST
12/8/2023,SELF,TRAFFIC STOP,AUSTIN PKWY
12/8/2023,SELF,TRAFFIC STOP,NEW TERRITORY BLVD/HEATHERTON WAY
12/8/2023,SELF,TRAFFIC STOP,E US 90A
12/8/2023,SELF,TRAFFIC STOP,DAIRY ASHFORD RD
12/8/2023,PHONE,911 HANG UP,PALM ROYALE BLVD
12/8/2023,SELF,TRAFFIC STOP,NEW TERRITORY BLVD/HEATHERTON WAY
12/8/2023,PHONE,ASSAULT,N SOUTHWEST FWY
12/8/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/8/2023,SELF,TRAFFIC STOP,DAIRY ASHFORD RD/ASHFORD WAY
12/8/2023,PHONE,VIOLATION CITY ORDINANCE,ERIN CT
12/8/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/8/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/8/2023,PHONE,WELFARE CONCERN,AVENUE H
12/8/2023,PHONE,RECKLESS DRIVER CONDUCT,GREATWOOD PKWY/RABBS CROSSING
12/8/2023,PHONE,PROPERTY LOST RECOVERED,PALM ROYALE BLVD
12/8/2023,SELF,TRAFFIC STOP,S SH 6
12/8/2023,PHONE,911 HANG UP,COMMONWEALTH BLVD
12/8/2023,PHONE,ALARM BURGLAR,TWIN VALLEY DR
12/8/2023,SELF,TRAFFIC STOP,DAIRY ASHFORD RD/JULIE RIVERS DR
12/8/2023,E911,911 HANG UP,CUNNINGHAM CREEK BLVD
12/8/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/8/2023,SELF,TRAFFIC STOP,COMMERCE
12/8/2023,SELF,TRAFFIC STOP,DEERCREEK DR
12/8/2023,PHONE,ALARM BURGLAR,SWEETWATER BLVD
12/8/2023,SELF,TRAFFIC STOP,COMMERCE GREEN BLVD
12/8/2023,PHONE,ALARM BURGLAR,MONTCLAIR BLVD
12/8/2023,SELF,TRAFFIC STOP,BRANFORD PL
12/8/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/8/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/8/2023,SELF,TRAFFIC STOP,W US 90A
12/8/2023,SELF,TRAFFIC STOP,DULLES AVE
12/8/2023,W911,CARDIAC OR RESPIRATORY ARREST,AUSTIN PKWY
12/8/2023,SELF,TRAFFIC STOP,W US 90A
12/8/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,SUPPLEJACK CT
12/8/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/8/2023,SELF,TRAFFIC STOP,FIRST COLONY BLVD
12/8/2023,W911,MINOR ACCIDENT,N SH 6/IMPERIAL BLVD
12/8/2023,SELF,MINOR ACCIDENT,S SH 6
12/8/2023,SELF,TRAFFIC STOP,FIRST COLONY BLVD
12/8/2023,SELF,TRAFFIC STOP,FIRST COLONY BLVD
12/8/2023,SELF,TRAFFIC STOP,WILLIAMS TRACE BLVD
12/8/2023,RPTO,ACCIDENT MAJOR,N US 59
12/8/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/8/2023,SELF,MINOR ACCIDENT,N SH 6/KENSINGTON DR
12/8/2023,PHONE,ASSIST CITIZEN,LAKE POINTE PKWY
12/8/2023,SELF,TRAFFIC STOP,S GRAND PKWY
12/8/2023,SELF,TRAFFIC STOP,W US 90A
12/8/2023,SELF,TRAFFIC STOP,COMMERCE GREEN BLVD
12/8/2023,PHONE,ASSIST CITIZEN,MONET DR
12/8/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/8/2023,SELF,TRAFFIC STOP,UNIVERSITY BLVD
12/8/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/8/2023,PHONE,ASSIST CITIZEN,AUSTIN PKWY
12/8/2023,W911,SUSPICIOUS CIRC PERSON VEHICLE,FENWICK WAY CT
12/8/2023,PHONE,PROPERTY LOST RECOVERED,CHEVY CHASE CIR/SUGAR CREEK BLVD
12/8/2023,SELF,TRAFFIC STOP,S SH 6
12/8/2023,SELF,TRAFFIC STOP,N SH 6
12/8/2023,SELF,TRAFFIC STOP,S SH 6
12/8/2023,PHONE,MINOR ACCIDENT,N SH 6/VOSS RD
12/8/2023,PHONE,DISTURBANCE,TOWN CENTER DR
12/8/2023,PHONE,MINOR ACCIDENT,S TOWN CENTER BLVD
12/8/2023,SELF,TRAFFIC STOP,N GRAND PKWY
12/8/2023,PHONE,911 HANG UP,LOCKSLEY LN
12/8/2023,PHONE,911 HANG UP,N SH 6
12/8/2023,PHONE,ALARM BURGLAR,SUGARWOOD DR
12/8/2023,SELF,MINOR ACCIDENT,N TOWN CENTER BLVD
12/8/2023,SELF,TRAFFIC STOP,N SH 6
12/8/2023,PHONE,ALARM BURGLAR,ASCOT LN
12/8/2023,PHONE,ASSIST CITIZEN,N SH 6/S SOUTHWEST FWY
12/8/2023,W911,911 HANG UP,NEWBERRY ST
12/8/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,E PARK ST
12/8/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,GOLDEN POND CT
12/8/2023,PHONE,911 HANG UP,SHELDRAKE CT
12/8/2023,PHONE,DEATH INVESTIGATION,VILLAGE LIVING CT
12/8/2023,SELF,TRAFFIC STOP,S SH 6 OFF RAMP
12/8/2023,PHONE,ALARM BURGLAR,SPRINGHILL LN
12/8/2023,PHONE,ASSAULT,BONAVENTURE WAY
12/8/2023,SELF,TRAFFIC STOP,N SH 6
12/8/2023,SELF,TRAFFIC STOP,W US 90A
12/8/2023,PHONE,ALARM BURGLAR,DAIRY ASHFORD RD
12/8/2023,SELF,TRAFFIC STOP,N SH 6
12/8/2023,SELF,TRAFFIC STOP,S SH 6 FRONTAGE RD
12/8/2023,SELF,TRAFFIC STOP,DULLES AVE
12/8/2023,SELF,TRAFFIC STOP,DAIRY ASHFORD RD
12/8/2023,SELF,TRAFFIC STOP,W US 90A
12/8/2023,PHONE,911 HANG UP,COUNTRY CLUB BLVD
12/8/2023,PHONE,ALARM PANIC,SHADOW BEND DR
12/8/2023,PHONE,ASSIST BY LAW,LAKE POINTE PKWY
12/8/2023,PHONE,RECKLESS DRIVER CONDUCT,S US 59
12/8/2023,SELF,TRAFFIC STOP,DULLES AVE
12/8/2023,SELF,TRAFFIC STOP,N SH 6
12/8/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/8/2023,SELF,TRAFFIC STOP,S SH 6
12/8/2023,SELF,TRAFFIC STOP,W US 90A
12/8/2023,SELF,TRAFFIC STOP,WILLIAMS TRACE BLVD
12/8/2023,SELF,TRAFFIC STOP,W US 90A
12/8/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/8/2023,SELF,TRAFFIC STOP,E US 90A
12/8/2023,SELF,TRAFFIC STOP,S SH 6
12/8/2023,SELF,TRAFFIC STOP,S SH 6
12/8/2023,SELF,ASSIST BY LAW,LAKE POINTE PKWY
12/8/2023,SELF,TRAFFIC STOP,S SH 6
12/8/2023,SELF,TRAFFIC STOP,N SH 6
12/8/2023,PHONE,WELFARE CONCERN,CITY WALK
12/8/2023,PHONE,WELFARE CONCERN,MEADOW BRIAR DR/HIDDEN MEADOW DR
12/8/2023,SELF,TRAFFIC STOP,S US 59
12/8/2023,SELF,TRAFFIC STOP,N SH 6
12/8/2023,SELF,TRAFFIC STOP,N SH 6
12/8/2023,SELF,TRAFFIC STOP,N SH 6
12/8/2023,PHONE,ALARM BURGLAR,W AIRPORT BLVD
12/8/2023,PHONE,DISTURBANCE,HAMPTON PARK LN
12/9/2023,PHONE,ALARM BURGLAR,E US 90A
12/9/2023,SELF,TRAFFIC STOP,DULLES AVE
12/9/2023,SELF,TRAFFIC STOP,N SH 6
12/9/2023,SELF,VIOLATION CITY ORDINANCE,N SH 6
12/9/2023,PHONE,911 HANG UP,CITY WALK
12/9/2023,SELF,TRAFFIC STOP,S US 59
12/9/2023,PHONE,DISTURBANCE,VINEYARD TRAIL LN
12/9/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/9/2023,PHONE,LOUD MUSIC NOISE,GREENBRIAR DR
12/9/2023,PHONE,ALARM BURGLAR,BRADFORD CIR
12/9/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/9/2023,SELF,ASSIST BY LAW,S SH 6
12/9/2023,PHONE,LOUD MUSIC NOISE,STADIUM DR
12/9/2023,PHONE,LOUD MUSIC NOISE,LONE STAR DR
12/9/2023,PHONE,911 HANG UP,E US 90A
12/9/2023,PHONE,911 HANG UP,DAIRY ASHFORD RD
12/9/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,N SH 6
12/9/2023,PHONE,ALARM BURGLAR,MESQUITE HOLLOW LN
12/9/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/9/2023,SELF,TRAFFIC STOP,N SH 6
12/9/2023,SELF,TRAFFIC STOP,DAIRY ASHFORD RD
12/9/2023,SELF,TRAFFIC STOP,S SH 6
12/9/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,N SOUTHWEST FWY
12/9/2023,SELF,TRAFFIC STOP,S SH 6
12/9/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,N SOUTHWEST FWY
12/9/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/9/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,S SH 6
12/9/2023,PHONE,911 HANG UP,GATESPRINGS LN
12/9/2023,SELF,TRAFFIC STOP,WILLIAMS TRACE BLVD
12/9/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,SWEETWATER BLVD
12/9/2023,PHONE,ALARM BURGLAR,MATLAGE WAY
12/9/2023,PHONE,911 HANG UP,E US 90A
12/9/2023,SELF,TRAFFIC STOP,W US 90A
12/9/2023,PHONE,WELFARE CONCERN,W US 90A/DAIRY ASHFORD RD
12/9/2023,E911,911 HANG UP,E US 90A
12/9/2023,PHONE,MINOR ACCIDENT,N GRAND TLWY
12/9/2023,SELF,TRAFFIC STOP,S SH 6
12/9/2023,PHONE,ASSIST BY LAW,S SH 6
12/9/2023,WALK,ASSIST CITIZEN,FELICIA DR
12/9/2023,PHONE,PRISONER PROCESS,S SH 6
12/9/2023,SELF,TRAFFIC STOP,N SH 6
12/9/2023,PHONE,PRISONER PROCESS,S SH 6
12/9/2023,PHONE,DEATH INVESTIGATION,N SOUTHWEST FWY
12/9/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/9/2023,SELF,TRAFFIC STOP,S SH 6
12/9/2023,W911,911 HANG UP,WINDOVER CT/NEW TERRITORY BLVD
12/9/2023,SELF,TRAFFIC STOP,W US 90A
12/9/2023,WALK,MINOR ACCIDENT,SUGAR CREEK BLVD
12/9/2023,PHONE,RECKLESS DRIVER CONDUCT,W US 90A/ULRICH ST
12/9/2023,SELF,TRAFFIC STOP,S SH 6
12/9/2023,PHONE,ALARM BURGLAR,CRISFIELD DR
12/9/2023,SELF,TRAFFIC STOP,S SH 6
12/9/2023,SELF,TRAFFIC STOP,S SH 6
12/9/2023,PHONE,ALARM BURGLAR,EMMA COVE CT
12/9/2023,SELF,TRAFFIC STOP,S SH 6
12/9/2023,WALK,PROPERTY LOST RECOVERED,E HEATHEROCK CIR
12/9/2023,SELF,TRAFFIC STOP,N SH 6
12/9/2023,SELF,TRAFFIC STOP,ALSTON RD
12/9/2023,W911,911 HANG UP,THE OVAL DR
12/9/2023,PHONE,MINOR ACCIDENT,SWEETWATER BLVD
12/9/2023,SELF,TRAFFIC STOP,S SH 6/FIRST COLONY BLVD
12/9/2023,SELF,TRAFFIC STOP,ELDRIDGE RD
12/9/2023,SELF,TRAFFIC STOP,S SH 6
12/9/2023,PHONE,MINOR ACCIDENT,E US 90A/N SOUTHWEST FWY
12/9/2023,PHONE,ALARM BURGLAR,N SH 6
12/9/2023,PHONE,ASSIST BY LAW,N SOUTHWEST FWY
12/9/2023,SELF,FOLLOW UP,QUEEN MARY CT
12/9/2023,PHONE,DISABLED VEHICLE,COMMONWEALTH BLVD/AUSTIN PKWY
12/9/2023,PHONE,RECKLESS DRIVER CONDUCT,E US 90A/ULRICH ST
12/9/2023,SELF,TRAFFIC STOP,BURNEY RD
12/9/2023,PHONE,911 HANG UP,SHERWOOD ST
12/9/2023,SELF,TRAFFIC STOP,W US 90A
12/9/2023,W911,911 HANG UP,S SH 6
12/9/2023,SELF,TRAFFIC STOP,N TOWN CENTER BLVD
12/9/2023,PHONE,911 HANG UP,N SOUTHWEST FWY
12/9/2023,SELF,TRAFFIC STOP,W US 90A
12/9/2023,PHONE,ALARM BURGLAR,FORESTLAKE DR
12/9/2023,PHONE,ANIMAL CONTROL PROBLEM,PECAN POINT DR
12/9/2023,PHONE,ALARM BURGLAR,ADOBE TRAILS DR
12/9/2023,W911,THEFT,W AIRPORT BLVD
12/9/2023,WALK,FRAUD,WOODBRIAR CT
12/9/2023,SELF,TRAFFIC STOP,HICKORY RUN DR
12/9/2023,PHONE,FOLLOW UP,WENTWORTH AVE/CHANEYBRIAR AVE
12/9/2023,PHONE,ALARM BURGLAR,AVANA GLEN LN
12/9/2023,PHONE,ASSIST CITIZEN,DULLES AVE
12/9/2023,SELF,TRAFFIC STOP,N SH 6
12/9/2023,PHONE,MINOR ACCIDENT,S SH 6/N SOUTHWEST FWY
12/9/2023,PHONE,MENTAL HEALTH CONCERN,COUNTRY BROOK CT
12/9/2023,W911,THEFT,ELDRIDGE RD
12/9/2023,PHONE,PROPERTY LOST RECOVERED,GARDEN BND
12/9/2023,E911,911 HANG UP,LAKE POINTE PKWY
12/9/2023,SELF,TRAFFIC STOP,INDUSTRIAL BLVD
12/9/2023,W911,MINOR ACCIDENT,E US 90A/N SOUTHWEST FWY
12/9/2023,PHONE,THEFT,CREEKFORD CIR
12/9/2023,PHONE,WELFARE CONCERN,BROADMOOR DR
12/9/2023,PHONE,MENTAL HEALTH CONCERN,CAREYWOOD DR
12/9/2023,PHONE,THEFT,N SH 6
12/9/2023,SELF,TRAFFIC STOP,MUSEUM SQUARE DR
12/9/2023,SELF,TRAFFIC STOP,N SH 6
12/9/2023,SELF,TRAFFIC STOP,SETTLERS WAY BLVD
12/9/2023,SELF,FOLLOW UP,S SH 6
12/9/2023,PHONE,WELFARE CONCERN,W AIRPORT BLVD
12/9/2023,PHONE,MINOR ACCIDENT,N SH 6
12/9/2023,W911,ASSIST CITIZEN,N SOUTHWEST FWY
12/9/2023,SELF,TRAFFIC STOP,N SH 6
12/9/2023,PHONE,TRESPASS,WOODCHESTER DR
12/9/2023,SELF,TRAFFIC STOP,FIRST COLONY BLVD
12/9/2023,W911,911 HANG UP,GREATWOOD PKWY
12/9/2023,W911,911 HANG UP,N SOUTHWEST FWY
12/9/2023,SELF,TRAFFIC STOP,SETTLERS WAY BLVD
12/9/2023,SELF,TRAFFIC STOP,ACACIA DR
12/9/2023,SELF,DISABLED VEHICLE,COMMONWEALTH BLVD/AUSTIN PKWY
12/9/2023,SELF,TRAFFIC STOP,OAKLAND DR
12/9/2023,PHONE,ALARM BURGLAR,HIGH MEADOWS DR
12/9/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/9/2023,SELF,TRAFFIC STOP,N SH 6
12/9/2023,SELF,TRAFFIC STOP,N SH 6
12/9/2023,SELF,TRAFFIC STOP,GREATWOOD PKWY
12/9/2023,W911,911 HANG UP,S TOWN CENTER BLVD
12/9/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/9/2023,PHONE,CIVIL PROBLEM STANDBY,N SOUTHWEST FWY
12/9/2023,SELF,TRAFFIC STOP,E US 90A
12/9/2023,SELF,TRAFFIC STOP,E US 90A
12/9/2023,SELF,TRAFFIC STOP,ALCORN OAKS DR
12/9/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/9/2023,PHONE,DISABLED VEHICLE,E US 90A/BAYVIEW DR
12/9/2023,PHONE,THEFT,S SOUTHWEST FWY
12/9/2023,PHONE,DISTURBANCE,S SH 6
12/9/2023,PHONE,MINOR ACCIDENT,N SH 6
12/9/2023,PHONE,BURGLARY,S SOUTHWEST FWY
12/9/2023,SELF,TRAFFIC STOP,N SH 6
12/9/2023,SELF,MINOR ACCIDENT,S SOUTHWEST FWY
12/9/2023,PHONE,DISABLED VEHICLE,W MALL ACCESS RD
12/9/2023,PHONE,BURGLARY,S SOUTHWEST FWY
12/9/2023,PHONE,WELFARE CONCERN,LONE STAR DR
12/9/2023,W911,MINOR ACCIDENT,S US 59
12/9/2023,PHONE,MINOR ACCIDENT,DAIRY ASHFORD RD/S SOUTHWEST FWY
12/9/2023,W911,MENTAL HEALTH CONCERN,PINE SHADOWS DR
12/9/2023,WALK,MINOR ACCIDENT,UNIVERSITY BLVD/NEW TERRITORY BLVD
12/9/2023,W911,911 HANG UP,WILLIAMS TRACE BLVD/LEXINGTON BLVD
12/9/2023,SELF,TRAFFIC STOP,PALM ROYALE BLVD
12/9/2023,PHONE,RECKLESS DRIVER CONDUCT,N US 59
12/9/2023,SELF,TRAFFIC STOP,CITY WALK
12/9/2023,W911,DISABLED VEHICLE,WILLIAMS TRACE BLVD
12/9/2023,PHONE,WEAPONS OFFENSES,S US 59
12/9/2023,SELF,FLAGDOWN,S SH 6
12/9/2023,PHONE,RECKLESS DRIVER CONDUCT,UNIVERSITY BLVD/S SOUTHWEST FWY
12/9/2023,SELF,TRAFFIC STOP,OLD MILL RD
12/9/2023,PHONE,ALARM BURGLAR,CHANEYBRIAR AVE
12/9/2023,PHONE,ALARM BURGLAR,SAXONY DR
12/9/2023,PHONE,ALARM BURGLAR,THUNDER LAKE LN
12/9/2023,PHONE,HARASSMENT,N SOUTHWEST FWY
12/9/2023,PHONE,ALARM BURGLAR,SEVENTH ST
12/9/2023,SELF,TRAFFIC STOP,N TOWN CENTER BLVD
